activity_code,activity_text,bundle,treated_ai,year,weighted_mean_minutes,sample_n_positive_minutes,weighted_engaged_population,respondents_total,post_2023plus,treated_x_post
020701,Vehicle repair and maintenance (by self),low_exposure_physical,0,2013,2.370065926281385,282,2121305665.733633,11385,0,0
020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",low_exposure_physical,0,2013,1.0563429273989615,152,1120868184.081219,11385,0,0
020899,"Appliances and tools, n.e.c.*",low_exposure_physical,0,2013,0.0020961292967799344,1,2123634.225183,11385,0,0
020901,Financial management,ai_exposed,1,2013,1.7194941786174713,361,2912590437.02625,11385,0,0
020902,Household & personal organization and planning,ai_exposed,1,2013,5.961602616477766,1652,12833251330.337551,11385,0,0
020903,HH & personal mail & messages (except e-mail),ai_exposed,1,2013,0.8458582521168894,586,4610456411.483665,11385,0,0
020904,HH & personal e-mail and messages,ai_exposed,1,2013,1.9746490859382297,697,5425024621.309973,11385,0,0
030201,Homework (hh children),ai_exposed,1,2013,2.279293327641098,447,3458728944.169032,11385,0,0
060301,"Research/homework for class for degree, certification, or licensure",ai_exposed,1,2013,10.530448737313787,425,5147982461.89963,11385,0,0
060302,Research/homework for class for pers. interest,ai_exposed,1,2013,0.11137064615053405,17,100741903.74111,11385,0,0
060399,Research/homework n.e.c.*,ai_exposed,1,2013,0.14682623299081213,4,72001105.418637,11385,0,0
080201,Banking,ai_exposed,1,2013,0.2561727526061754,214,1867805998.4205728,11385,0,0
080202,Using other financial services,ai_exposed,1,2013,0.0460565793753899,12,111275929.275995,11385,0,0
080299,"Using financial services and banking, n.e.c.*",ai_exposed,1,2013,0.0,0,0.0,11385,0,0
080301,Using legal services,ai_exposed,1,2013,0.012461203207574548,3,13932396.906931,11385,0,0
080399,"Using legal services, n.e.c.*",ai_exposed,1,2013,0.0,0,0.0,11385,0,0
080401,Using health and care services outside the home,ai_exposed,1,2013,2.639194922701831,327,3139521457.340032,11385,0,0
080402,Using in-home health and care services,ai_exposed,1,2013,0.01929211915066293,7,37760781.495564,11385,0,0
080499,"Using medical services, n.e.c.*",ai_exposed,1,2013,0.004309195017375204,3,12352501.191568,11385,0,0
100103,"Obtaining licenses & paying fines, fees, taxes",ai_exposed,1,2013,0.23792147732569596,29,317081928.836124,11385,0,0
100199,"Using government services, n.e.c.*",ai_exposed,1,2013,0.03006112438724836,6,54861809.301929,11385,0,0
020101,Interior cleaning,low_exposure_physical,0,2014,20.078114081284117,3033,20974059815.142006,11592,0,0
020102,Laundry,low_exposure_physical,0,2014,10.335341419912881,2096,14322592664.237976,11592,0,0
020103,"Sewing, repairing, & maintaining textiles",low_exposure_physical,0,2014,1.4608048438699701,131,894709491.6496389,11592,0,0
020104,"Storing interior hh items, inc. food",low_exposure_physical,0,2014,1.3311267457190705,794,5743235458.141962,11592,0,0
020201,Food and drink preparation,low_exposure_physical,0,2014,27.21603489418577,6519,48533902780.267624,11592,0,0
020202,Food presentation,low_exposure_physical,0,2014,0.4583539110967539,266,2206412810.0141487,11592,0,0
020203,Kitchen and food clean-up,low_exposure_physical,0,2014,7.492800693923755,2768,20976968727.82968,11592,0,0
020301,"Interior arrangement, decoration, & repairs",low_exposure_physical,0,2014,2.814717589490647,233,1656706371.6819131,11592,0,0
020302,Building and repairing furniture,low_exposure_physical,0,2014,0.46824021303704455,44,327463120.72921205,11592,0,0
020303,Heating and cooling,low_exposure_physical,0,2014,0.5924129514781884,110,744611521.547107,11592,0,0
020401,Exterior cleaning,low_exposure_physical,0,2014,1.9206101968833071,266,2078177753.7772102,11592,0,0
020402,"Exterior repair, improvements, & decoration",low_exposure_physical,0,2014,1.264047616541777,104,753264091.886873,11592,0,0
020501,"Lawn, garden, and houseplant care",low_exposure_physical,0,2014,10.952265682807047,1137,8246913038.309664,11592,0,0
020502,"Ponds, pools, and hot tubs",low_exposure_physical,0,2014,0.24866249435743906,41,360025882.310402,11592,0,0
020599,"Lawn and garden, n.e.c.*",low_exposure_physical,0,2014,0.00013121076661865228,1,2414585.84621,11592,0,0
020681,Care for animals and pets (not veterinary care),low_exposure_physical,0,2014,6.431429253804777,1803,14439631468.892738,11592,0,0
020701,Vehicle repair and maintenance (by self),low_exposure_physical,0,2014,2.8779226284795754,277,2039898873.7823129,11592,0,0
020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",low_exposure_physical,0,2014,0.910442837868991,140,1020497765.8942891,11592,0,0
020899,"Appliances and tools, n.e.c.*",low_exposure_physical,0,2014,0.0,0,0.0,11592,0,0
020901,Financial management,ai_exposed,1,2014,1.6013268410082027,408,3038567946.8359213,11592,0,0
020902,Household & personal organization and planning,ai_exposed,1,2014,5.1277073020486155,1628,12273451673.834522,11592,0,0
020903,HH & personal mail & messages (except e-mail),ai_exposed,1,2014,0.9070990243922917,628,4714266676.412591,11592,0,0
020904,HH & personal e-mail and messages,ai_exposed,1,2014,1.748063516537487,677,5124502902.936839,11592,0,0
030201,Homework (hh children),ai_exposed,1,2014,1.947523618349866,445,3362182189.4024167,11592,0,0
060301,"Research/homework for class for degree, certification, or licensure",ai_exposed,1,2014,8.287030161287683,406,4668877809.491412,11592,0,0
060302,Research/homework for class for pers. interest,ai_exposed,1,2014,0.2554702044735771,19,182939450.566186,11592,0,0
060399,Research/homework n.e.c.*,ai_exposed,1,2014,0.5065139079518075,7,182299570.918071,11592,0,0
080201,Banking,ai_exposed,1,2014,0.35927034729173124,246,2119987083.8296213,11592,0,0
080202,Using other financial services,ai_exposed,1,2014,0.04281113776635266,8,90991544.288223,11592,0,0
080299,"Using financial services and banking, n.e.c.*",ai_exposed,1,2014,0.0,0,0.0,11592,0,0
080301,Using legal services,ai_exposed,1,2014,0.02219907495090098,3,27499009.962190002,11592,0,0
080399,"Using legal services, n.e.c.*",ai_exposed,1,2014,0.0004168229602141029,1,3835260.040182,11592,0,0
080401,Using health and care services outside the home,ai_exposed,1,2014,3.013930051365706,337,3491006658.180007,11592,0,0
080402,Using in-home health and care services,ai_exposed,1,2014,0.05865653031270913,13,107150630.587174,11592,0,0
080499,"Using medical services, n.e.c.*",ai_exposed,1,2014,0.0,0,0.0,11592,0,0
100103,"Obtaining licenses & paying fines, fees, taxes",ai_exposed,1,2014,0.05878564464304414,24,183754557.84765399,11592,0,0
100199,"Using government services, n.e.c.*",ai_exposed,1,2014,0.03340071753638453,3,35111466.45783199,11592,0,0
020101,Interior cleaning,low_exposure_physical,0,2015,20.12482287595607,2920,21831756908.462646,10905,0,0
020102,Laundry,low_exposure_physical,0,2015,10.852975712131121,2125,15871100251.878426,10905,0,0
020103,"Sewing, repairing, & maintaining textiles",low_exposure_physical,0,2015,2.1391002016685197,145,1133707977.052369,10905,0,0
020104,"Storing interior hh items, inc. food",low_exposure_physical,0,2015,1.1770045598468943,798,6124058169.420139,10905,0,0
020201,Food and drink preparation,low_exposure_physical,0,2015,27.172185385086586,6155,49545003332.20181,10905,0,0
020202,Food presentation,low_exposure_physical,0,2015,0.5289753897923034,325,2956439931.907342,10905,0,0
020203,Kitchen and food clean-up,low_exposure_physical,0,2015,8.241786110711525,2667,21161946722.43586,10905,0,0
020301,"Interior arrangement, decoration, & repairs",low_exposure_physical,0,2015,2.583427222685477,219,1477736561.758565,10905,0,0
020302,Building and repairing furniture,low_exposure_physical,0,2015,0.3272058019090568,34,253871314.08459398,10905,0,0
020303,Heating and cooling,low_exposure_physical,0,2015,0.899646981739864,92,818242077.3720249,10905,0,0
020401,Exterior cleaning,low_exposure_physical,0,2015,2.0354455739546498,266,2092806598.2807531,10905,0,0
020402,"Exterior repair, improvements, & decoration",low_exposure_physical,0,2015,1.682241320553559,127,959378334.714712,10905,0,0
020501,"Lawn, garden, and houseplant care",low_exposure_physical,0,2015,11.689691871713253,1098,8958615020.920746,10905,0,0
020502,"Ponds, pools, and hot tubs",low_exposure_physical,0,2015,0.12843560607983556,34,261736424.78380102,10905,0,0
020599,"Lawn and garden, n.e.c.*",low_exposure_physical,0,2015,0.0,0,0.0,10905,0,0
020681,Care for animals and pets (not veterinary care),low_exposure_physical,0,2015,6.619223268540298,1800,15833285146.845959,10905,0,0
020701,Vehicle repair and maintenance (by self),low_exposure_physical,0,2015,2.2391935640187124,266,2246233272.755113,10905,0,0
020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",low_exposure_physical,0,2015,1.08668684914557,182,1479359944.433,10905,0,0
020899,"Appliances and tools, n.e.c.*",low_exposure_physical,0,2015,0.001470505992905465,1,9125330.070145,10905,0,0
020901,Financial management,ai_exposed,1,2015,1.5649077056611744,423,3216461068.6291895,10905,0,0
020902,Household & personal organization and planning,ai_exposed,1,2015,6.2831709691851785,1731,13975720545.774996,10905,0,0
020903,HH & personal mail & messages (except e-mail),ai_exposed,1,2015,1.3155132167069377,643,5288716170.59729,10905,0,0
020904,HH & personal e-mail and messages,ai_exposed,1,2015,1.954624026936046,671,5456398787.820042,10905,0,0
030201,Homework (hh children),ai_exposed,1,2015,1.7091980326487712,375,2994783132.684352,10905,0,0
060301,"Research/homework for class for degree, certification, or licensure",ai_exposed,1,2015,9.944190022520079,391,5129086224.442514,10905,0,0
060302,Research/homework for class for pers. interest,ai_exposed,1,2015,0.2438302434975585,15,136020120.156793,10905,0,0
060399,Research/homework n.e.c.*,ai_exposed,1,2015,0.06065844861004378,8,59576984.529477,10905,0,0
080201,Banking,ai_exposed,1,2015,0.30660059151059665,240,2215314600.9436817,10905,0,0
080202,Using other financial services,ai_exposed,1,2015,0.057122760536904474,13,121436092.929407,10905,0,0
080299,"Using financial services and banking, n.e.c.*",ai_exposed,1,2015,0.0,0,0.0,10905,0,0
080301,Using legal services,ai_exposed,1,2015,0.05339564489266044,7,76118844.476777,10905,0,0
080399,"Using legal services, n.e.c.*",ai_exposed,1,2015,0.0,0,0.0,10905,0,0
080401,Using health and care services outside the home,ai_exposed,1,2015,2.5829009258145517,298,3119305614.018847,10905,0,0
080402,Using in-home health and care services,ai_exposed,1,2015,0.06784625908500293,12,101673620.799518,10905,0,0
080499,"Using medical services, n.e.c.*",ai_exposed,1,2015,0.0022520534192985477,2,18613938.208192,10905,0,0
100103,"Obtaining licenses & paying fines, fees, taxes",ai_exposed,1,2015,0.037451951607802014,12,111391446.465177,10905,0,0
100199,"Using government services, n.e.c.*",ai_exposed,1,2015,0.013839613986118007,6,70483835.157115,10905,0,0
020101,Interior cleaning,low_exposure_physical,0,2016,20.687040986224247,2766,22050263498.661,10493,0,0
020102,Laundry,low_exposure_physical,0,2016,10.790451680201008,2010,16082208564.331009,10493,0,0
020103,"Sewing, repairing, & maintaining textiles",low_exposure_physical,0,2016,1.6787403930228235,138,1175616300.2225761,10493,0,0
020104,"Storing interior hh items, inc. food",low_exposure_physical,0,2016,1.2681831944736783,747,5711292514.217594,10493,0,0
020201,Food and drink preparation,low_exposure_physical,0,2016,27.433303991554013,6014,50767034316.34777,10493,0,0
020202,Food presentation,low_exposure_physical,0,2016,0.4924148143554807,259,2381014474.457231,10493,0,0
020203,Kitchen and food clean-up,low_exposure_physical,0,2016,7.438661388543523,2541,21113119131.38937,10493,0,0
020301,"Interior arrangement, decoration, & repairs",low_exposure_physical,0,2016,2.6867253113320637,230,1819012054.320311,10493,0,0
020302,Building and repairing furniture,low_exposure_physical,0,2016,0.34783198063438087,21,176904888.160397,10493,0,0
020303,Heating and cooling,low_exposure_physical,0,2016,0.32075127455064933,94,817469031.229442,10493,0,0
020401,Exterior cleaning,low_exposure_physical,0,2016,1.6357793648627648,210,1669148121.9021091,10493,0,0
020402,"Exterior repair, improvements, & decoration",low_exposure_physical,0,2016,1.2926850371012433,102,801358193.464075,10493,0,0
020501,"Lawn, garden, and houseplant care",low_exposure_physical,0,2016,11.191812951265673,1121,9533434815.124367,10493,0,0
020502,"Ponds, pools, and hot tubs",low_exposure_physical,0,2016,0.2624757799881308,47,366889454.72551507,10493,0,0
020599,"Lawn and garden, n.e.c.*",low_exposure_physical,0,2016,0.0,0,0.0,10493,0,0
020681,Care for animals and pets (not veterinary care),low_exposure_physical,0,2016,7.231925641715249,1812,16521076486.564615,10493,0,0
020701,Vehicle repair and maintenance (by self),low_exposure_physical,0,2016,2.0995417200745576,247,2091389331.8701649,10493,0,0
020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",low_exposure_physical,0,2016,1.009277422376352,164,1361268257.1090171,10493,0,0
020899,"Appliances and tools, n.e.c.*",low_exposure_physical,0,2016,4.9528774631480424e-05,1,2336148.259159,10493,0,0
020901,Financial management,ai_exposed,1,2016,1.6536665326871178,397,3005801825.903676,10493,0,0
020902,Household & personal organization and planning,ai_exposed,1,2016,6.519986392951597,1774,15234833287.22617,10493,0,0
020903,HH & personal mail & messages (except e-mail),ai_exposed,1,2016,1.1380091164513904,599,4862549161.866049,10493,0,0
020904,HH & personal e-mail and messages,ai_exposed,1,2016,1.8686524199942807,600,5201649390.942045,10493,0,0
030201,Homework (hh children),ai_exposed,1,2016,1.8255744158743892,361,3081054210.8828917,10493,0,0
060301,"Research/homework for class for degree, certification, or licensure",ai_exposed,1,2016,10.277668009212295,382,5515651953.019395,10493,0,0
060302,Research/homework for class for pers. interest,ai_exposed,1,2016,0.27460869814273775,22,262471831.74878004,10493,0,0
060399,Research/homework n.e.c.*,ai_exposed,1,2016,0.16804786994184995,10,102591103.951334,10493,0,0
080201,Banking,ai_exposed,1,2016,0.25837962922870517,197,1907430800.6333323,10493,0,0
080202,Using other financial services,ai_exposed,1,2016,0.07216693746690554,19,203175300.538223,10493,0,0
080299,"Using financial services and banking, n.e.c.*",ai_exposed,1,2016,0.006518332734244974,3,37625798.809144005,10493,0,0
080301,Using legal services,ai_exposed,1,2016,0.04115540393354468,7,54167824.673252,10493,0,0
080399,"Using legal services, n.e.c.*",ai_exposed,1,2016,0.0,0,0.0,10493,0,0
080401,Using health and care services outside the home,ai_exposed,1,2016,2.604901338301861,308,3339440279.8491993,10493,0,0
080402,Using in-home health and care services,ai_exposed,1,2016,0.05964218418484719,15,117739895.550677,10493,0,0
080499,"Using medical services, n.e.c.*",ai_exposed,1,2016,0.0015925341165161375,1,15023169.184508,10493,0,0
100103,"Obtaining licenses & paying fines, fees, taxes",ai_exposed,1,2016,0.06955820119788003,23,289199609.31052303,10493,0,0
100199,"Using government services, n.e.c.*",ai_exposed,1,2016,0.05463133963110432,3,37975254.660498,10493,0,0
020101,Interior cleaning,low_exposure_physical,0,2017,21.034515881521816,2655,21864863715.189926,10223,0,0
020102,Laundry,low_exposure_physical,0,2017,9.694033396717526,1873,14851546361.786787,10223,0,0
020103,"Sewing, repairing, & maintaining textiles",low_exposure_physical,0,2017,0.9602810174667007,105,719669329.112437,10223,0,0
020104,"Storing interior hh items, inc. food",low_exposure_physical,0,2017,1.3829051929698142,667,5616656757.502802,10223,0,0
020201,Food and drink preparation,low_exposure_physical,0,2017,28.161582407945208,5806,51246901987.91647,10223,0,0
020202,Food presentation,low_exposure_physical,0,2017,0.3512385649706906,240,2249892539.091138,10223,0,0
020203,Kitchen and food clean-up,low_exposure_physical,0,2017,7.615782930328786,2452,21167579858.54608,10223,0,0
020301,"Interior arrangement, decoration, & repairs",low_exposure_physical,0,2017,2.7843631603935823,207,1792379454.726443,10223,0,0
020302,Building and repairing furniture,low_exposure_physical,0,2017,0.2724863404118738,29,230493194.943689,10223,0,0
020303,Heating and cooling,low_exposure_physical,0,2017,0.29531617468369087,71,618657198.901096,10223,0,0
020401,Exterior cleaning,low_exposure_physical,0,2017,1.4684423228461847,205,1857209195.903706,10223,0,0
020402,"Exterior repair, improvements, & decoration",low_exposure_physical,0,2017,1.9264093147967296,123,1047232794.9497191,10223,0,0
020501,"Lawn, garden, and houseplant care",low_exposure_physical,0,2017,10.436511289425766,1033,8774157071.33613,10223,0,0
020502,"Ponds, pools, and hot tubs",low_exposure_physical,0,2017,0.2063059617876651,38,384516373.4979051,10223,0,0
020599,"Lawn and garden, n.e.c.*",low_exposure_physical,0,2017,0.015534483315183504,4,33245355.320299,10223,0,0
020681,Care for animals and pets (not veterinary care),low_exposure_physical,0,2017,7.6547227711448285,1683,16644627168.805504,10223,0,0
020701,Vehicle repair and maintenance (by self),low_exposure_physical,0,2017,2.4111056953995127,250,2147797936.3608418,10223,0,0
020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",low_exposure_physical,0,2017,0.8895919705656113,167,1497827612.1952271,10223,0,0
020899,"Appliances and tools, n.e.c.*",low_exposure_physical,0,2017,0.017253453199530946,23,237876554.207366,10223,0,0
020901,Financial management,ai_exposed,1,2017,1.5186840948660376,366,3085218164.924017,10223,0,0
020902,Household & personal organization and planning,ai_exposed,1,2017,6.1131053871510534,1656,14538651771.240469,10223,0,0
020903,HH & personal mail & messages (except e-mail),ai_exposed,1,2017,0.9355012198741034,557,4651372364.276117,10223,0,0
020904,HH & personal e-mail and messages,ai_exposed,1,2017,1.6850371043945074,536,4617016644.364534,10223,0,0
030201,Homework (hh children),ai_exposed,1,2017,1.3464349886516207,283,2464252445.2863092,10223,0,0
060301,"Research/homework for class for degree, certification, or licensure",ai_exposed,1,2017,9.89791676240943,346,5253474391.91337,10223,0,0
060302,Research/homework for class for pers. interest,ai_exposed,1,2017,0.26595881151318673,14,197343750.348392,10223,0,0
060399,Research/homework n.e.c.*,ai_exposed,1,2017,0.5009411462136659,10,218027296.55763602,10223,0,0
080201,Banking,ai_exposed,1,2017,0.2903989504846155,173,1624015469.0703099,10223,0,0
080202,Using other financial services,ai_exposed,1,2017,0.07878131148723856,10,99398817.39017999,10223,0,0
080299,"Using financial services and banking, n.e.c.*",ai_exposed,1,2017,0.0,0,0.0,10223,0,0
080301,Using legal services,ai_exposed,1,2017,0.058049969644706725,2,91534698.054426,10223,0,0
080399,"Using legal services, n.e.c.*",ai_exposed,1,2017,0.0,0,0.0,10223,0,0
080401,Using health and care services outside the home,ai_exposed,1,2017,2.618017518849569,294,3359446441.1435804,10223,0,0
080402,Using in-home health and care services,ai_exposed,1,2017,0.05040665337336727,12,90941337.997906,10223,0,0
080499,"Using medical services, n.e.c.*",ai_exposed,1,2017,0.004341035469282537,3,19992727.370137002,10223,0,0
100103,"Obtaining licenses & paying fines, fees, taxes",ai_exposed,1,2017,0.08098306944635969,20,205907110.829985,10223,0,0
100199,"Using government services, n.e.c.*",ai_exposed,1,2017,0.0020267893941132193,1,7670145.828315,10223,0,0
020101,Interior cleaning,low_exposure_physical,0,2018,18.456861506384723,2379,21386339394.93817,9593,0,0
020102,Laundry,low_exposure_physical,0,2018,11.08803795649367,1833,15969269659.537918,9593,0,0
020103,"Sewing, repairing, & maintaining textiles",low_exposure_physical,0,2018,1.6677318033142214,109,866973566.4087399,9593,0,0
020104,"Storing interior hh items, inc. food",low_exposure_physical,0,2018,1.2989669094480933,680,5705666161.784432,9593,0,0
020201,Food and drink preparation,low_exposure_physical,0,2018,27.541947993245405,5522,51287773069.67621,9593,0,0
020202,Food presentation,low_exposure_physical,0,2018,0.3614830268901328,179,2011193873.540781,9593,0,0
020203,Kitchen and food clean-up,low_exposure_physical,0,2018,7.4577932553511195,2343,21452118970.074947,9593,0,0
020301,"Interior arrangement, decoration, & repairs",low_exposure_physical,0,2018,2.820304817807326,212,1733957785.162269,9593,0,0
020302,Building and repairing furniture,low_exposure_physical,0,2018,0.36901824575366826,22,251529348.23927695,9593,0,0
020303,Heating and cooling,low_exposure_physical,0,2018,0.38466911488996813,75,711474825.0282779,9593,0,0
020401,Exterior cleaning,low_exposure_physical,0,2018,1.4254543910961068,211,1825415612.452334,9593,0,0
020402,"Exterior repair, improvements, & decoration",low_exposure_physical,0,2018,1.350602936661032,91,850459797.2827889,9593,0,0
020501,"Lawn, garden, and houseplant care",low_exposure_physical,0,2018,10.558944247438614,917,8224335395.974953,9593,0,0
020502,"Ponds, pools, and hot tubs",low_exposure_physical,0,2018,0.1282601202541887,29,323999353.871465,9593,0,0
020599,"Lawn and garden, n.e.c.*",low_exposure_physical,0,2018,0.0,0,0.0,9593,0,0
020681,Care for animals and pets (not veterinary care),low_exposure_physical,0,2018,7.285302200622117,1674,16996749707.331608,9593,0,0
020701,Vehicle repair and maintenance (by self),low_exposure_physical,0,2018,2.0212484069956926,228,1985044060.0640907,9593,0,0
020801,"Appliance, tool, and toy set-up, repair, & maintenance (by self)",low_exposure_physical,0,2018,0.8746765752600394,122,946283521.8581461,9593,0,0
020899,"Appliances and tools, n.e.c.*",low_exposure_physical,0,2018,0.013947875022912457,12,181005249.754763,9593,0,0
020901,Financial management,ai_exposed,1,2018,1.5292902466244604,314,2818176959.347911,9593,0,0
020902,Household & personal organization and planning,ai_exposed,1,2018,6.613862150203247,1543,15113232092.089699,9593,0,0
020903,HH & personal mail & messages (except e-mail),ai_exposed,1,2018,1.0070239386327522,532,4672488382.440249,9593,0,0
020904,HH & personal e-mail and messages,ai_exposed,1,2018,1.5514534444067938,483,4510115889.769178,9593,0,0
030201,Homework (hh children),ai_exposed,1,2018,1.5400548953006838,242,2513374989.771471,9593,0,0
060301,"Research/homework for class for degree, certification, or licensure",ai_exposed,1,2018,10.04196010345718,290,5330270956.821014,9593,0,0
